jobid mutator crossover repair generator D mu eps repl
43302 pbf off off invscorr 2 100 0.5 2
43303 pbf off off invscorr 2 100 0.5 3
43304 pbf off off invscorr 2 100 0.5 4
43305 pbf off off invscorr 2 100 0.5 5
43306 pbf off off invscorr 2 100 0.5 6
43307 pbf off off invscorr 2 100 0.5 7
43308 pbf off off invscorr 2 100 0.5 8
43309 pbf off off invscorr 2 100 0.5 9
43310 pbf off off invscorr 2 100 0.5 10
43311 pbf off off invscorr 2 100 0.9 1
43312 pbf off off invscorr 2 100 0.9 2
43313 pbf off off invscorr 2 100 0.9 3
43314 pbf off off invscorr 2 100 0.9 4
43315 pbf off off invscorr 2 100 0.9 5
43316 pbf off off invscorr 2 100 0.9 6
43317 pbf off off invscorr 2 100 0.9 7
43318 pbf off off invscorr 2 100 0.9 8
43319 pbf off off invscorr 2 100 0.9 9
43320 pbf off off invscorr 2 100 0.9 10
43321 pbf off off invscorr 2 200 0.1 1
43322 pbf off off invscorr 2 200 0.1 2
43323 pbf off off invscorr 2 200 0.1 3
43324 pbf off off invscorr 2 200 0.1 4
43325 pbf off off invscorr 2 200 0.1 5
43326 pbf off off invscorr 2 200 0.1 6
43327 pbf off off invscorr 2 200 0.1 7
43328 pbf off off invscorr 2 200 0.1 8
43329 pbf off off invscorr 2 200 0.1 9
43330 pbf off off invscorr 2 200 0.1 10
43331 pbf off off invscorr 2 200 0.2 1
43332 pbf off off invscorr 2 200 0.2 2
43333 pbf off off invscorr 2 200 0.2 3
43334 pbf off off invscorr 2 200 0.2 4
43335 pbf off off invscorr 2 200 0.2 5
43336 pbf off off invscorr 2 200 0.2 6
43337 pbf off off invscorr 2 200 0.2 7
43338 pbf off off invscorr 2 200 0.2 8
43339 pbf off off invscorr 2 200 0.2 9
43340 pbf off off invscorr 2 200 0.2 10
43341 pbf off off invscorr 2 200 0.5 1
43342 pbf off off invscorr 2 200 0.5 2
43343 pbf off off invscorr 2 200 0.5 3
43344 pbf off off invscorr 2 200 0.5 4
43345 pbf off off invscorr 2 200 0.5 5
43346 pbf off off invscorr 2 200 0.5 6
43347 pbf off off invscorr 2 200 0.5 7
43348 pbf off off invscorr 2 200 0.5 8
43349 pbf off off invscorr 2 200 0.5 9
43350 pbf off off invscorr 2 200 0.5 10
43351 pbf off off invscorr 2 200 0.9 1
43352 pbf off off invscorr 2 200 0.9 2
43353 pbf off off invscorr 2 200 0.9 3
43354 pbf off off invscorr 2 200 0.9 4
43355 pbf off off invscorr 2 200 0.9 5
43356 pbf off off invscorr 2 200 0.9 6
43357 pbf off off invscorr 2 200 0.9 7
43358 pbf off off invscorr 2 200 0.9 8
43359 pbf off off invscorr 2 200 0.9 9
43360 pbf off off invscorr 2 200 0.9 10
43361 pbf off off invscorr 5 25 0.1 1
43362 pbf off off invscorr 5 25 0.1 2
43363 pbf off off invscorr 5 25 0.1 3
43364 pbf off off invscorr 5 25 0.1 4
43365 pbf off off invscorr 5 25 0.1 5
43366 pbf off off invscorr 5 25 0.1 6
43367 pbf off off invscorr 5 25 0.1 7
43368 pbf off off invscorr 5 25 0.1 8
43369 pbf off off invscorr 5 25 0.1 9
43370 pbf off off invscorr 5 25 0.1 10
43371 pbf off off invscorr 5 25 0.2 1
43372 pbf off off invscorr 5 25 0.2 2
43373 pbf off off invscorr 5 25 0.2 3
43374 pbf off off invscorr 5 25 0.2 4
43375 pbf off off invscorr 5 25 0.2 5
43376 pbf off off invscorr 5 25 0.2 6
43377 pbf off off invscorr 5 25 0.2 7
43378 pbf off off invscorr 5 25 0.2 8
43379 pbf off off invscorr 5 25 0.2 9
43380 pbf off off invscorr 5 25 0.2 10
43381 pbf off off invscorr 5 25 0.5 1
43382 pbf off off invscorr 5 25 0.5 2
43383 pbf off off invscorr 5 25 0.5 3
43384 pbf off off invscorr 5 25 0.5 4
43385 pbf off off invscorr 5 25 0.5 5
43386 pbf off off invscorr 5 25 0.5 6
43387 pbf off off invscorr 5 25 0.5 7
43388 pbf off off invscorr 5 25 0.5 8
43389 pbf off off invscorr 5 25 0.5 9
43390 pbf off off invscorr 5 25 0.5 10
43391 pbf off off invscorr 5 25 0.9 1
43392 pbf off off invscorr 5 25 0.9 2
43393 pbf off off invscorr 5 25 0.9 3
43394 pbf off off invscorr 5 25 0.9 4
43395 pbf off off invscorr 5 25 0.9 5
43396 pbf off off invscorr 5 25 0.9 6
43397 pbf off off invscorr 5 25 0.9 7
43398 pbf off off invscorr 5 25 0.9 8
43399 pbf off off invscorr 5 25 0.9 9
43400 pbf off off invscorr 5 25 0.9 10
43401 pbf off off invscorr 5 50 0.1 1
43402 pbf off off invscorr 5 50 0.1 2
43403 pbf off off invscorr 5 50 0.1 3
43404 pbf off off invscorr 5 50 0.1 4
43405 pbf off off invscorr 5 50 0.1 5
43406 pbf off off invscorr 5 50 0.1 6
43407 pbf off off invscorr 5 50 0.1 7
43408 pbf off off invscorr 5 50 0.1 8
43409 pbf off off invscorr 5 50 0.1 9
43410 pbf off off invscorr 5 50 0.1 10
43411 pbf off off invscorr 5 50 0.2 1
43412 pbf off off invscorr 5 50 0.2 2
43413 pbf off off invscorr 5 50 0.2 3
43414 pbf off off invscorr 5 50 0.2 4
43415 pbf off off invscorr 5 50 0.2 5
43416 pbf off off invscorr 5 50 0.2 6
43417 pbf off off invscorr 5 50 0.2 7
43418 pbf off off invscorr 5 50 0.2 8
43419 pbf off off invscorr 5 50 0.2 9
43420 pbf off off invscorr 5 50 0.2 10
43421 pbf off off invscorr 5 50 0.5 1
43422 pbf off off invscorr 5 50 0.5 2
43423 pbf off off invscorr 5 50 0.5 3
43424 pbf off off invscorr 5 50 0.5 4
43425 pbf off off invscorr 5 50 0.5 5
43426 pbf off off invscorr 5 50 0.5 6
43427 pbf off off invscorr 5 50 0.5 7
43428 pbf off off invscorr 5 50 0.5 8
43429 pbf off off invscorr 5 50 0.5 9
43430 pbf off off invscorr 5 50 0.5 10
43431 pbf off off invscorr 5 50 0.9 1
43432 pbf off off invscorr 5 50 0.9 2
43433 pbf off off invscorr 5 50 0.9 3
43434 pbf off off invscorr 5 50 0.9 4
43435 pbf off off invscorr 5 50 0.9 5
43436 pbf off off invscorr 5 50 0.9 6
43437 pbf off off invscorr 5 50 0.9 7
43438 pbf off off invscorr 5 50 0.9 8
43439 pbf off off invscorr 5 50 0.9 9
43440 pbf off off invscorr 5 50 0.9 10
43441 pbf off off invscorr 5 100 0.1 1
43442 pbf off off invscorr 5 100 0.1 2
43443 pbf off off invscorr 5 100 0.1 3
43444 pbf off off invscorr 5 100 0.1 4
43445 pbf off off invscorr 5 100 0.1 5
43446 pbf off off invscorr 5 100 0.1 6
43447 pbf off off invscorr 5 100 0.1 7
43448 pbf off off invscorr 5 100 0.1 8
43449 pbf off off invscorr 5 100 0.1 9
43450 pbf off off invscorr 5 100 0.1 10
43451 pbf off off invscorr 5 100 0.2 1
43452 pbf off off invscorr 5 100 0.2 2
43453 pbf off off invscorr 5 100 0.2 3
43454 pbf off off invscorr 5 100 0.2 4
43455 pbf off off invscorr 5 100 0.2 5
43456 pbf off off invscorr 5 100 0.2 6
43457 pbf off off invscorr 5 100 0.2 7
43458 pbf off off invscorr 5 100 0.2 8
43459 pbf off off invscorr 5 100 0.2 9
43460 pbf off off invscorr 5 100 0.2 10
43461 pbf off off invscorr 5 100 0.5 1
43462 pbf off off invscorr 5 100 0.5 2
43463 pbf off off invscorr 5 100 0.5 3
43464 pbf off off invscorr 5 100 0.5 4
43465 pbf off off invscorr 5 100 0.5 5
43466 pbf off off invscorr 5 100 0.5 6
43467 pbf off off invscorr 5 100 0.5 7
43468 pbf off off invscorr 5 100 0.5 8
43469 pbf off off invscorr 5 100 0.5 9
43470 pbf off off invscorr 5 100 0.5 10
43471 pbf off off invscorr 5 100 0.9 1
43472 pbf off off invscorr 5 100 0.9 2
43473 pbf off off invscorr 5 100 0.9 3
43474 pbf off off invscorr 5 100 0.9 4
43475 pbf off off invscorr 5 100 0.9 5
43476 pbf off off invscorr 5 100 0.9 6
43477 pbf off off invscorr 5 100 0.9 7
43478 pbf off off invscorr 5 100 0.9 8
43479 pbf off off invscorr 5 100 0.9 9
43480 pbf off off invscorr 5 100 0.9 10
43481 pbf off off invscorr 5 200 0.1 1
43482 pbf off off invscorr 5 200 0.1 2
43483 pbf off off invscorr 5 200 0.1 3
43484 pbf off off invscorr 5 200 0.1 4
43485 pbf off off invscorr 5 200 0.1 5
43486 pbf off off invscorr 5 200 0.1 6
43487 pbf off off invscorr 5 200 0.1 7
43488 pbf off off invscorr 5 200 0.1 8
43489 pbf off off invscorr 5 200 0.1 9
43490 pbf off off invscorr 5 200 0.1 10
43491 pbf off off invscorr 5 200 0.2 1
43492 pbf off off invscorr 5 200 0.2 2
43493 pbf off off invscorr 5 200 0.2 3
43494 pbf off off invscorr 5 200 0.2 4
43495 pbf off off invscorr 5 200 0.2 5
43496 pbf off off invscorr 5 200 0.2 6
43497 pbf off off invscorr 5 200 0.2 7
43498 pbf off off invscorr 5 200 0.2 8
43499 pbf off off invscorr 5 200 0.2 9
43500 pbf off off invscorr 5 200 0.2 10
43501 pbf off off invscorr 5 200 0.5 1
43502 pbf off off invscorr 5 200 0.5 2
43503 pbf off off invscorr 5 200 0.5 3
43504 pbf off off invscorr 5 200 0.5 4
43505 pbf off off invscorr 5 200 0.5 5
43506 pbf off off invscorr 5 200 0.5 6
43507 pbf off off invscorr 5 200 0.5 7
43508 pbf off off invscorr 5 200 0.5 8
43509 pbf off off invscorr 5 200 0.5 9
43510 pbf off off invscorr 5 200 0.5 10
43511 pbf off off invscorr 5 200 0.9 1
43512 pbf off off invscorr 5 200 0.9 2
43513 pbf off off invscorr 5 200 0.9 3
43514 pbf off off invscorr 5 200 0.9 4
43515 pbf off off invscorr 5 200 0.9 5
43516 pbf off off invscorr 5 200 0.9 6
43517 pbf off off invscorr 5 200 0.9 7
43518 pbf off off invscorr 5 200 0.9 8
43519 pbf off off invscorr 5 200 0.9 9
43520 pbf off off invscorr 5 200 0.9 10
43521 pbf off off invscorr 10 25 0.1 1
43522 pbf off off invscorr 10 25 0.1 2
43523 pbf off off invscorr 10 25 0.1 3
43524 pbf off off invscorr 10 25 0.1 4
43525 pbf off off invscorr 10 25 0.1 5
43526 pbf off off invscorr 10 25 0.1 6
43527 pbf off off invscorr 10 25 0.1 7
43528 pbf off off invscorr 10 25 0.1 8
43529 pbf off off invscorr 10 25 0.1 9
43530 pbf off off invscorr 10 25 0.1 10
43531 pbf off off invscorr 10 25 0.2 1
43532 pbf off off invscorr 10 25 0.2 2
43533 pbf off off invscorr 10 25 0.2 3
43534 pbf off off invscorr 10 25 0.2 4
43535 pbf off off invscorr 10 25 0.2 5
43536 pbf off off invscorr 10 25 0.2 6
43537 pbf off off invscorr 10 25 0.2 7
43538 pbf off off invscorr 10 25 0.2 8
43539 pbf off off invscorr 10 25 0.2 9
43540 pbf off off invscorr 10 25 0.2 10
43541 pbf off off invscorr 10 25 0.5 1
43542 pbf off off invscorr 10 25 0.5 2
43543 pbf off off invscorr 10 25 0.5 3
43544 pbf off off invscorr 10 25 0.5 4
43545 pbf off off invscorr 10 25 0.5 5
43546 pbf off off invscorr 10 25 0.5 6
43547 pbf off off invscorr 10 25 0.5 7
43548 pbf off off invscorr 10 25 0.5 8
43549 pbf off off invscorr 10 25 0.5 9
43550 pbf off off invscorr 10 25 0.5 10
43551 pbf off off invscorr 10 25 0.9 1
43552 pbf off off invscorr 10 25 0.9 2
43553 pbf off off invscorr 10 25 0.9 3
43554 pbf off off invscorr 10 25 0.9 4
43555 pbf off off invscorr 10 25 0.9 5
43556 pbf off off invscorr 10 25 0.9 6
43557 pbf off off invscorr 10 25 0.9 7
43558 pbf off off invscorr 10 25 0.9 8
43559 pbf off off invscorr 10 25 0.9 9
43560 pbf off off invscorr 10 25 0.9 10
43561 pbf off off invscorr 10 50 0.1 1
43562 pbf off off invscorr 10 50 0.1 2
43563 pbf off off invscorr 10 50 0.1 3
43564 pbf off off invscorr 10 50 0.1 4
43565 pbf off off invscorr 10 50 0.1 5
43566 pbf off off invscorr 10 50 0.1 6
43567 pbf off off invscorr 10 50 0.1 7
43568 pbf off off invscorr 10 50 0.1 8
43569 pbf off off invscorr 10 50 0.1 9
43570 pbf off off invscorr 10 50 0.1 10
43571 pbf off off invscorr 10 50 0.2 1
43572 pbf off off invscorr 10 50 0.2 2
43573 pbf off off invscorr 10 50 0.2 3
43574 pbf off off invscorr 10 50 0.2 4
43575 pbf off off invscorr 10 50 0.2 5
43576 pbf off off invscorr 10 50 0.2 6
43577 pbf off off invscorr 10 50 0.2 7
43578 pbf off off invscorr 10 50 0.2 8
43579 pbf off off invscorr 10 50 0.2 9
43580 pbf off off invscorr 10 50 0.2 10
43581 pbf off off invscorr 10 50 0.5 1
43582 pbf off off invscorr 10 50 0.5 2
43583 pbf off off invscorr 10 50 0.5 3
43584 pbf off off invscorr 10 50 0.5 4
43585 pbf off off invscorr 10 50 0.5 5
43586 pbf off off invscorr 10 50 0.5 6
43587 pbf off off invscorr 10 50 0.5 7
43588 pbf off off invscorr 10 50 0.5 8
43589 pbf off off invscorr 10 50 0.5 9
43590 pbf off off invscorr 10 50 0.5 10
43591 pbf off off invscorr 10 50 0.9 1
43592 pbf off off invscorr 10 50 0.9 2
43593 pbf off off invscorr 10 50 0.9 3
43594 pbf off off invscorr 10 50 0.9 4
43595 pbf off off invscorr 10 50 0.9 5
43596 pbf off off invscorr 10 50 0.9 6
43597 pbf off off invscorr 10 50 0.9 7
43598 pbf off off invscorr 10 50 0.9 8
43599 pbf off off invscorr 10 50 0.9 9
43600 pbf off off invscorr 10 50 0.9 10
43601 pbf off off invscorr 10 100 0.1 1
43602 pbf off off invscorr 10 100 0.1 2
43603 pbf off off invscorr 10 100 0.1 3
43604 pbf off off invscorr 10 100 0.1 4
43605 pbf off off invscorr 10 100 0.1 5
43606 pbf off off invscorr 10 100 0.1 6
43607 pbf off off invscorr 10 100 0.1 7
43608 pbf off off invscorr 10 100 0.1 8
43609 pbf off off invscorr 10 100 0.1 9
43610 pbf off off invscorr 10 100 0.1 10
43611 pbf off off invscorr 10 100 0.2 1
43612 pbf off off invscorr 10 100 0.2 2
43613 pbf off off invscorr 10 100 0.2 3
43614 pbf off off invscorr 10 100 0.2 4
43615 pbf off off invscorr 10 100 0.2 5
43616 pbf off off invscorr 10 100 0.2 6
43617 pbf off off invscorr 10 100 0.2 7
43618 pbf off off invscorr 10 100 0.2 8
43619 pbf off off invscorr 10 100 0.2 9
43620 pbf off off invscorr 10 100 0.2 10
43621 pbf off off invscorr 10 100 0.5 1
43622 pbf off off invscorr 10 100 0.5 2
43623 pbf off off invscorr 10 100 0.5 3
43624 pbf off off invscorr 10 100 0.5 4
43625 pbf off off invscorr 10 100 0.5 5
43626 pbf off off invscorr 10 100 0.5 6
43627 pbf off off invscorr 10 100 0.5 7
43628 pbf off off invscorr 10 100 0.5 8
43629 pbf off off invscorr 10 100 0.5 9
43630 pbf off off invscorr 10 100 0.5 10
43631 pbf off off invscorr 10 100 0.9 1
43632 pbf off off invscorr 10 100 0.9 2
43633 pbf off off invscorr 10 100 0.9 3
43634 pbf off off invscorr 10 100 0.9 4
43635 pbf off off invscorr 10 100 0.9 5
43636 pbf off off invscorr 10 100 0.9 6
43637 pbf off off invscorr 10 100 0.9 7
43638 pbf off off invscorr 10 100 0.9 8
43639 pbf off off invscorr 10 100 0.9 9
43640 pbf off off invscorr 10 100 0.9 10
43641 pbf off off invscorr 10 200 0.1 1
43642 pbf off off invscorr 10 200 0.1 2
43643 pbf off off invscorr 10 200 0.1 3
43644 pbf off off invscorr 10 200 0.1 4
43645 pbf off off invscorr 10 200 0.1 5
43646 pbf off off invscorr 10 200 0.1 6
43647 pbf off off invscorr 10 200 0.1 7
43648 pbf off off invscorr 10 200 0.1 8
43649 pbf off off invscorr 10 200 0.1 9
43650 pbf off off invscorr 10 200 0.1 10
43651 pbf off off invscorr 10 200 0.2 1
43652 pbf off off invscorr 10 200 0.2 2
43653 pbf off off invscorr 10 200 0.2 3
43654 pbf off off invscorr 10 200 0.2 4
43655 pbf off off invscorr 10 200 0.2 5
43656 pbf off off invscorr 10 200 0.2 6
43657 pbf off off invscorr 10 200 0.2 7
43658 pbf off off invscorr 10 200 0.2 8
43659 pbf off off invscorr 10 200 0.2 9
43660 pbf off off invscorr 10 200 0.2 10
43661 pbf off off invscorr 10 200 0.5 1
43662 pbf off off invscorr 10 200 0.5 2
43663 pbf off off invscorr 10 200 0.5 3
43664 pbf off off invscorr 10 200 0.5 4
43665 pbf off off invscorr 10 200 0.5 5
43666 pbf off off invscorr 10 200 0.5 6
43667 pbf off off invscorr 10 200 0.5 7
43668 pbf off off invscorr 10 200 0.5 8
43669 pbf off off invscorr 10 200 0.5 9
43670 pbf off off invscorr 10 200 0.5 10
43671 pbf off off invscorr 10 200 0.9 1
43672 pbf off off invscorr 10 200 0.9 2
43673 pbf off off invscorr 10 200 0.9 3
43674 pbf off off invscorr 10 200 0.9 4
43675 pbf off off invscorr 10 200 0.9 5
43676 pbf off off invscorr 10 200 0.9 6
43677 pbf off off invscorr 10 200 0.9 7
43678 pbf off off invscorr 10 200 0.9 8
43679 pbf off off invscorr 10 200 0.9 9
43680 pbf off off invscorr 10 200 0.9 10
43681 pbf off off usw 2 25 0.1 1
43682 pbf off off usw 2 25 0.1 2
43683 pbf off off usw 2 25 0.1 3
43684 pbf off off usw 2 25 0.1 4
43685 pbf off off usw 2 25 0.1 5
43686 pbf off off usw 2 25 0.1 6
43687 pbf off off usw 2 25 0.1 7
43688 pbf off off usw 2 25 0.1 8
43689 pbf off off usw 2 25 0.1 9
43690 pbf off off usw 2 25 0.1 10
43691 pbf off off usw 2 25 0.2 1
43692 pbf off off usw 2 25 0.2 2
43693 pbf off off usw 2 25 0.2 3
43694 pbf off off usw 2 25 0.2 4
43695 pbf off off usw 2 25 0.2 5
43696 pbf off off usw 2 25 0.2 6
43697 pbf off off usw 2 25 0.2 7
43698 pbf off off usw 2 25 0.2 8
43699 pbf off off usw 2 25 0.2 9
43700 pbf off off usw 2 25 0.2 10
43701 pbf off off usw 2 25 0.5 1
43702 pbf off off usw 2 25 0.5 2
43703 pbf off off usw 2 25 0.5 3
43704 pbf off off usw 2 25 0.5 4
43705 pbf off off usw 2 25 0.5 5
43706 pbf off off usw 2 25 0.5 6
43707 pbf off off usw 2 25 0.5 7
43708 pbf off off usw 2 25 0.5 8
43709 pbf off off usw 2 25 0.5 9
43710 pbf off off usw 2 25 0.5 10
43711 pbf off off usw 2 25 0.9 1
43712 pbf off off usw 2 25 0.9 2
43713 pbf off off usw 2 25 0.9 3
43714 pbf off off usw 2 25 0.9 4
43715 pbf off off usw 2 25 0.9 5
43716 pbf off off usw 2 25 0.9 6
43717 pbf off off usw 2 25 0.9 7
43718 pbf off off usw 2 25 0.9 8
43719 pbf off off usw 2 25 0.9 9
43720 pbf off off usw 2 25 0.9 10
43721 pbf off off usw 2 50 0.1 1
43722 pbf off off usw 2 50 0.1 2
43723 pbf off off usw 2 50 0.1 3
43724 pbf off off usw 2 50 0.1 4
43725 pbf off off usw 2 50 0.1 5
43726 pbf off off usw 2 50 0.1 6
43727 pbf off off usw 2 50 0.1 7
43728 pbf off off usw 2 50 0.1 8
43729 pbf off off usw 2 50 0.1 9
43730 pbf off off usw 2 50 0.1 10
43731 pbf off off usw 2 50 0.2 1
43732 pbf off off usw 2 50 0.2 2
43733 pbf off off usw 2 50 0.2 3
43734 pbf off off usw 2 50 0.2 4
43735 pbf off off usw 2 50 0.2 5
43736 pbf off off usw 2 50 0.2 6
43737 pbf off off usw 2 50 0.2 7
43738 pbf off off usw 2 50 0.2 8
43739 pbf off off usw 2 50 0.2 9
43740 pbf off off usw 2 50 0.2 10
43741 pbf off off usw 2 50 0.5 1
43742 pbf off off usw 2 50 0.5 2
43743 pbf off off usw 2 50 0.5 3
43744 pbf off off usw 2 50 0.5 4
43745 pbf off off usw 2 50 0.5 5
43746 pbf off off usw 2 50 0.5 6
43747 pbf off off usw 2 50 0.5 7
43748 pbf off off usw 2 50 0.5 8
43749 pbf off off usw 2 50 0.5 9
43750 pbf off off usw 2 50 0.5 10
43751 pbf off off usw 2 50 0.9 1
43752 pbf off off usw 2 50 0.9 2
43753 pbf off off usw 2 50 0.9 3
43754 pbf off off usw 2 50 0.9 4
43755 pbf off off usw 2 50 0.9 5
43756 pbf off off usw 2 50 0.9 6
43757 pbf off off usw 2 50 0.9 7
43758 pbf off off usw 2 50 0.9 8
43759 pbf off off usw 2 50 0.9 9
43760 pbf off off usw 2 50 0.9 10
43761 pbf off off usw 2 100 0.1 1
43762 pbf off off usw 2 100 0.1 2
43763 pbf off off usw 2 100 0.1 3
43764 pbf off off usw 2 100 0.1 4
43765 pbf off off usw 2 100 0.1 5
43766 pbf off off usw 2 100 0.1 6
43767 pbf off off usw 2 100 0.1 7
43768 pbf off off usw 2 100 0.1 8
43769 pbf off off usw 2 100 0.1 9
43770 pbf off off usw 2 100 0.1 10
43771 pbf off off usw 2 100 0.2 1
43772 pbf off off usw 2 100 0.2 2
43773 pbf off off usw 2 100 0.2 3
43774 pbf off off usw 2 100 0.2 4
43775 pbf off off usw 2 100 0.2 5
43776 pbf off off usw 2 100 0.2 6
43777 pbf off off usw 2 100 0.2 7
43778 pbf off off usw 2 100 0.2 8
43779 pbf off off usw 2 100 0.2 9
43780 pbf off off usw 2 100 0.2 10
43781 pbf off off usw 2 100 0.5 1
43782 pbf off off usw 2 100 0.5 2
43783 pbf off off usw 2 100 0.5 3
43784 pbf off off usw 2 100 0.5 4
43785 pbf off off usw 2 100 0.5 5
43786 pbf off off usw 2 100 0.5 6
43787 pbf off off usw 2 100 0.5 7
43788 pbf off off usw 2 100 0.5 8
43789 pbf off off usw 2 100 0.5 9
43790 pbf off off usw 2 100 0.5 10
43791 pbf off off usw 2 100 0.9 1
43792 pbf off off usw 2 100 0.9 2
43793 pbf off off usw 2 100 0.9 3
43794 pbf off off usw 2 100 0.9 4
43795 pbf off off usw 2 100 0.9 5
43796 pbf off off usw 2 100 0.9 6
43797 pbf off off usw 2 100 0.9 7
43798 pbf off off usw 2 100 0.9 8
43799 pbf off off usw 2 100 0.9 9
43800 pbf off off usw 2 100 0.9 10
43801 pbf off off usw 2 200 0.1 1
43802 pbf off off usw 2 200 0.1 2
43803 pbf off off usw 2 200 0.1 3
43804 pbf off off usw 2 200 0.1 4
43805 pbf off off usw 2 200 0.1 5
43806 pbf off off usw 2 200 0.1 6
43807 pbf off off usw 2 200 0.1 7
43808 pbf off off usw 2 200 0.1 8
43809 pbf off off usw 2 200 0.1 9
43810 pbf off off usw 2 200 0.1 10
43811 pbf off off usw 2 200 0.2 1
43812 pbf off off usw 2 200 0.2 2
43813 pbf off off usw 2 200 0.2 3
43814 pbf off off usw 2 200 0.2 4
43815 pbf off off usw 2 200 0.2 5
43816 pbf off off usw 2 200 0.2 6
43817 pbf off off usw 2 200 0.2 7
43818 pbf off off usw 2 200 0.2 8
43819 pbf off off usw 2 200 0.2 9
43820 pbf off off usw 2 200 0.2 10
43821 pbf off off usw 2 200 0.5 1
43822 pbf off off usw 2 200 0.5 2
43823 pbf off off usw 2 200 0.5 3
43824 pbf off off usw 2 200 0.5 4
43825 pbf off off usw 2 200 0.5 5
43826 pbf off off usw 2 200 0.5 6
43827 pbf off off usw 2 200 0.5 7
43828 pbf off off usw 2 200 0.5 8
43829 pbf off off usw 2 200 0.5 9
43830 pbf off off usw 2 200 0.5 10
43831 pbf off off usw 2 200 0.9 1
43832 pbf off off usw 2 200 0.9 2
43833 pbf off off usw 2 200 0.9 3
43834 pbf off off usw 2 200 0.9 4
43835 pbf off off usw 2 200 0.9 5
43836 pbf off off usw 2 200 0.9 6
43837 pbf off off usw 2 200 0.9 7
43838 pbf off off usw 2 200 0.9 8
43839 pbf off off usw 2 200 0.9 9
43840 pbf off off usw 2 200 0.9 10
43841 pbf off off usw 5 25 0.1 1
43842 pbf off off usw 5 25 0.1 2
43843 pbf off off usw 5 25 0.1 3
43844 pbf off off usw 5 25 0.1 4
43845 pbf off off usw 5 25 0.1 5
43846 pbf off off usw 5 25 0.1 6
43847 pbf off off usw 5 25 0.1 7
43848 pbf off off usw 5 25 0.1 8
43849 pbf off off usw 5 25 0.1 9
43850 pbf off off usw 5 25 0.1 10
43851 pbf off off usw 5 25 0.2 1
43852 pbf off off usw 5 25 0.2 2
43853 pbf off off usw 5 25 0.2 3
43854 pbf off off usw 5 25 0.2 4
43855 pbf off off usw 5 25 0.2 5
43856 pbf off off usw 5 25 0.2 6
43857 pbf off off usw 5 25 0.2 7
43858 pbf off off usw 5 25 0.2 8
43859 pbf off off usw 5 25 0.2 9
43860 pbf off off usw 5 25 0.2 10
43861 pbf off off usw 5 25 0.5 1
43862 pbf off off usw 5 25 0.5 2
