jobid mutator crossover repair generator D mu eps repl
29209 sbf off deterministic uncorr 10 100 0.1 9
29210 sbf off deterministic uncorr 10 100 0.1 10
29211 sbf off deterministic uncorr 10 100 0.2 1
29212 sbf off deterministic uncorr 10 100 0.2 2
29213 sbf off deterministic uncorr 10 100 0.2 3
29214 sbf off deterministic uncorr 10 100 0.2 4
29215 sbf off deterministic uncorr 10 100 0.2 5
29216 sbf off deterministic uncorr 10 100 0.2 6
29217 sbf off deterministic uncorr 10 100 0.2 7
29218 sbf off deterministic uncorr 10 100 0.2 8
29219 sbf off deterministic uncorr 10 100 0.2 9
29220 sbf off deterministic uncorr 10 100 0.2 10
29221 sbf off deterministic uncorr 10 100 0.5 1
29222 sbf off deterministic uncorr 10 100 0.5 2
29223 sbf off deterministic uncorr 10 100 0.5 3
29224 sbf off deterministic uncorr 10 100 0.5 4
29225 sbf off deterministic uncorr 10 100 0.5 5
29226 sbf off deterministic uncorr 10 100 0.5 6
29227 sbf off deterministic uncorr 10 100 0.5 7
29228 sbf off deterministic uncorr 10 100 0.5 8
29229 sbf off deterministic uncorr 10 100 0.5 9
29230 sbf off deterministic uncorr 10 100 0.5 10
29231 sbf off deterministic uncorr 10 100 0.9 1
29232 sbf off deterministic uncorr 10 100 0.9 2
29233 sbf off deterministic uncorr 10 100 0.9 3
29234 sbf off deterministic uncorr 10 100 0.9 4
29235 sbf off deterministic uncorr 10 100 0.9 5
29236 sbf off deterministic uncorr 10 100 0.9 6
29237 sbf off deterministic uncorr 10 100 0.9 7
29238 sbf off deterministic uncorr 10 100 0.9 8
29239 sbf off deterministic uncorr 10 100 0.9 9
29240 sbf off deterministic uncorr 10 100 0.9 10
29241 sbf off deterministic uncorr 10 200 0.1 1
29242 sbf off deterministic uncorr 10 200 0.1 2
29243 sbf off deterministic uncorr 10 200 0.1 3
29244 sbf off deterministic uncorr 10 200 0.1 4
29245 sbf off deterministic uncorr 10 200 0.1 5
29246 sbf off deterministic uncorr 10 200 0.1 6
29247 sbf off deterministic uncorr 10 200 0.1 7
29248 sbf off deterministic uncorr 10 200 0.1 8
29249 sbf off deterministic uncorr 10 200 0.1 9
29250 sbf off deterministic uncorr 10 200 0.1 10
29251 sbf off deterministic uncorr 10 200 0.2 1
29252 sbf off deterministic uncorr 10 200 0.2 2
29253 sbf off deterministic uncorr 10 200 0.2 3
29254 sbf off deterministic uncorr 10 200 0.2 4
29255 sbf off deterministic uncorr 10 200 0.2 5
29256 sbf off deterministic uncorr 10 200 0.2 6
29257 sbf off deterministic uncorr 10 200 0.2 7
29258 sbf off deterministic uncorr 10 200 0.2 8
29259 sbf off deterministic uncorr 10 200 0.2 9
29260 sbf off deterministic uncorr 10 200 0.2 10
29261 sbf off deterministic uncorr 10 200 0.5 1
29262 sbf off deterministic uncorr 10 200 0.5 2
29263 sbf off deterministic uncorr 10 200 0.5 3
29264 sbf off deterministic uncorr 10 200 0.5 4
29265 sbf off deterministic uncorr 10 200 0.5 5
29266 sbf off deterministic uncorr 10 200 0.5 6
29267 sbf off deterministic uncorr 10 200 0.5 7
29268 sbf off deterministic uncorr 10 200 0.5 8
29269 sbf off deterministic uncorr 10 200 0.5 9
29270 sbf off deterministic uncorr 10 200 0.5 10
29271 sbf off deterministic uncorr 10 200 0.9 1
29272 sbf off deterministic uncorr 10 200 0.9 2
29273 sbf off deterministic uncorr 10 200 0.9 3
29274 sbf off deterministic uncorr 10 200 0.9 4
29275 sbf off deterministic uncorr 10 200 0.9 5
29276 sbf off deterministic uncorr 10 200 0.9 6
29277 sbf off deterministic uncorr 10 200 0.9 7
29278 sbf off deterministic uncorr 10 200 0.9 8
29279 sbf off deterministic uncorr 10 200 0.9 9
29280 sbf off deterministic uncorr 10 200 0.9 10
29281 sbf off deterministic scorr 2 25 0.1 1
29282 sbf off deterministic scorr 2 25 0.1 2
29283 sbf off deterministic scorr 2 25 0.1 3
29284 sbf off deterministic scorr 2 25 0.1 4
29285 sbf off deterministic scorr 2 25 0.1 5
29286 sbf off deterministic scorr 2 25 0.1 6
29287 sbf off deterministic scorr 2 25 0.1 7
29288 sbf off deterministic scorr 2 25 0.1 8
29289 sbf off deterministic scorr 2 25 0.1 9
29290 sbf off deterministic scorr 2 25 0.1 10
29291 sbf off deterministic scorr 2 25 0.2 1
29292 sbf off deterministic scorr 2 25 0.2 2
29293 sbf off deterministic scorr 2 25 0.2 3
29294 sbf off deterministic scorr 2 25 0.2 4
29295 sbf off deterministic scorr 2 25 0.2 5
29296 sbf off deterministic scorr 2 25 0.2 6
29297 sbf off deterministic scorr 2 25 0.2 7
29298 sbf off deterministic scorr 2 25 0.2 8
29299 sbf off deterministic scorr 2 25 0.2 9
29300 sbf off deterministic scorr 2 25 0.2 10
29301 sbf off deterministic scorr 2 25 0.5 1
29302 sbf off deterministic scorr 2 25 0.5 2
29303 sbf off deterministic scorr 2 25 0.5 3
29304 sbf off deterministic scorr 2 25 0.5 4
29305 sbf off deterministic scorr 2 25 0.5 5
29306 sbf off deterministic scorr 2 25 0.5 6
29307 sbf off deterministic scorr 2 25 0.5 7
29308 sbf off deterministic scorr 2 25 0.5 8
29309 sbf off deterministic scorr 2 25 0.5 9
29310 sbf off deterministic scorr 2 25 0.5 10
29311 sbf off deterministic scorr 2 25 0.9 1
29312 sbf off deterministic scorr 2 25 0.9 2
29313 sbf off deterministic scorr 2 25 0.9 3
29314 sbf off deterministic scorr 2 25 0.9 4
29315 sbf off deterministic scorr 2 25 0.9 5
29316 sbf off deterministic scorr 2 25 0.9 6
29317 sbf off deterministic scorr 2 25 0.9 7
29318 sbf off deterministic scorr 2 25 0.9 8
29319 sbf off deterministic scorr 2 25 0.9 9
29320 sbf off deterministic scorr 2 25 0.9 10
29321 sbf off deterministic scorr 2 50 0.1 1
29322 sbf off deterministic scorr 2 50 0.1 2
29323 sbf off deterministic scorr 2 50 0.1 3
29324 sbf off deterministic scorr 2 50 0.1 4
29325 sbf off deterministic scorr 2 50 0.1 5
29326 sbf off deterministic scorr 2 50 0.1 6
29327 sbf off deterministic scorr 2 50 0.1 7
29328 sbf off deterministic scorr 2 50 0.1 8
29329 sbf off deterministic scorr 2 50 0.1 9
29330 sbf off deterministic scorr 2 50 0.1 10
29331 sbf off deterministic scorr 2 50 0.2 1
29332 sbf off deterministic scorr 2 50 0.2 2
29333 sbf off deterministic scorr 2 50 0.2 3
29334 sbf off deterministic scorr 2 50 0.2 4
29335 sbf off deterministic scorr 2 50 0.2 5
29336 sbf off deterministic scorr 2 50 0.2 6
29337 sbf off deterministic scorr 2 50 0.2 7
29338 sbf off deterministic scorr 2 50 0.2 8
29339 sbf off deterministic scorr 2 50 0.2 9
29340 sbf off deterministic scorr 2 50 0.2 10
29341 sbf off deterministic scorr 2 50 0.5 1
29342 sbf off deterministic scorr 2 50 0.5 2
29343 sbf off deterministic scorr 2 50 0.5 3
29344 sbf off deterministic scorr 2 50 0.5 4
29345 sbf off deterministic scorr 2 50 0.5 5
29346 sbf off deterministic scorr 2 50 0.5 6
29347 sbf off deterministic scorr 2 50 0.5 7
29348 sbf off deterministic scorr 2 50 0.5 8
29349 sbf off deterministic scorr 2 50 0.5 9
29350 sbf off deterministic scorr 2 50 0.5 10
29351 sbf off deterministic scorr 2 50 0.9 1
29352 sbf off deterministic scorr 2 50 0.9 2
29353 sbf off deterministic scorr 2 50 0.9 3
29354 sbf off deterministic scorr 2 50 0.9 4
29355 sbf off deterministic scorr 2 50 0.9 5
29356 sbf off deterministic scorr 2 50 0.9 6
29357 sbf off deterministic scorr 2 50 0.9 7
29358 sbf off deterministic scorr 2 50 0.9 8
29359 sbf off deterministic scorr 2 50 0.9 9
29360 sbf off deterministic scorr 2 50 0.9 10
29361 sbf off deterministic scorr 2 100 0.1 1
29362 sbf off deterministic scorr 2 100 0.1 2
29363 sbf off deterministic scorr 2 100 0.1 3
29364 sbf off deterministic scorr 2 100 0.1 4
29365 sbf off deterministic scorr 2 100 0.1 5
29366 sbf off deterministic scorr 2 100 0.1 6
29367 sbf off deterministic scorr 2 100 0.1 7
29368 sbf off deterministic scorr 2 100 0.1 8
29369 sbf off deterministic scorr 2 100 0.1 9
29370 sbf off deterministic scorr 2 100 0.1 10
29371 sbf off deterministic scorr 2 100 0.2 1
29372 sbf off deterministic scorr 2 100 0.2 2
29373 sbf off deterministic scorr 2 100 0.2 3
29374 sbf off deterministic scorr 2 100 0.2 4
29375 sbf off deterministic scorr 2 100 0.2 5
29376 sbf off deterministic scorr 2 100 0.2 6
29377 sbf off deterministic scorr 2 100 0.2 7
29378 sbf off deterministic scorr 2 100 0.2 8
29379 sbf off deterministic scorr 2 100 0.2 9
29380 sbf off deterministic scorr 2 100 0.2 10
29381 sbf off deterministic scorr 2 100 0.5 1
29382 sbf off deterministic scorr 2 100 0.5 2
29383 sbf off deterministic scorr 2 100 0.5 3
29384 sbf off deterministic scorr 2 100 0.5 4
29385 sbf off deterministic scorr 2 100 0.5 5
29386 sbf off deterministic scorr 2 100 0.5 6
29387 sbf off deterministic scorr 2 100 0.5 7
29388 sbf off deterministic scorr 2 100 0.5 8
29389 sbf off deterministic scorr 2 100 0.5 9
29390 sbf off deterministic scorr 2 100 0.5 10
29391 sbf off deterministic scorr 2 100 0.9 1
29392 sbf off deterministic scorr 2 100 0.9 2
29393 sbf off deterministic scorr 2 100 0.9 3
29394 sbf off deterministic scorr 2 100 0.9 4
29395 sbf off deterministic scorr 2 100 0.9 5
29396 sbf off deterministic scorr 2 100 0.9 6
29397 sbf off deterministic scorr 2 100 0.9 7
29398 sbf off deterministic scorr 2 100 0.9 8
29399 sbf off deterministic scorr 2 100 0.9 9
29400 sbf off deterministic scorr 2 100 0.9 10
29401 sbf off deterministic scorr 2 200 0.1 1
29402 sbf off deterministic scorr 2 200 0.1 2
29403 sbf off deterministic scorr 2 200 0.1 3
29404 sbf off deterministic scorr 2 200 0.1 4
29405 sbf off deterministic scorr 2 200 0.1 5
29406 sbf off deterministic scorr 2 200 0.1 6
29407 sbf off deterministic scorr 2 200 0.1 7
29408 sbf off deterministic scorr 2 200 0.1 8
29409 sbf off deterministic scorr 2 200 0.1 9
29410 sbf off deterministic scorr 2 200 0.1 10
29411 sbf off deterministic scorr 2 200 0.2 1
29412 sbf off deterministic scorr 2 200 0.2 2
29413 sbf off deterministic scorr 2 200 0.2 3
29414 sbf off deterministic scorr 2 200 0.2 4
29415 sbf off deterministic scorr 2 200 0.2 5
29416 sbf off deterministic scorr 2 200 0.2 6
29417 sbf off deterministic scorr 2 200 0.2 7
29418 sbf off deterministic scorr 2 200 0.2 8
29419 sbf off deterministic scorr 2 200 0.2 9
29420 sbf off deterministic scorr 2 200 0.2 10
29421 sbf off deterministic scorr 2 200 0.5 1
29422 sbf off deterministic scorr 2 200 0.5 2
29423 sbf off deterministic scorr 2 200 0.5 3
29424 sbf off deterministic scorr 2 200 0.5 4
29425 sbf off deterministic scorr 2 200 0.5 5
29426 sbf off deterministic scorr 2 200 0.5 6
29427 sbf off deterministic scorr 2 200 0.5 7
29428 sbf off deterministic scorr 2 200 0.5 8
29429 sbf off deterministic scorr 2 200 0.5 9
29430 sbf off deterministic scorr 2 200 0.5 10
29431 sbf off deterministic scorr 2 200 0.9 1
29432 sbf off deterministic scorr 2 200 0.9 2
29433 sbf off deterministic scorr 2 200 0.9 3
29434 sbf off deterministic scorr 2 200 0.9 4
29435 sbf off deterministic scorr 2 200 0.9 5
29436 sbf off deterministic scorr 2 200 0.9 6
29437 sbf off deterministic scorr 2 200 0.9 7
29438 sbf off deterministic scorr 2 200 0.9 8
29439 sbf off deterministic scorr 2 200 0.9 9
29440 sbf off deterministic scorr 2 200 0.9 10
29441 sbf off deterministic scorr 5 25 0.1 1
29442 sbf off deterministic scorr 5 25 0.1 2
29443 sbf off deterministic scorr 5 25 0.1 3
29444 sbf off deterministic scorr 5 25 0.1 4
29445 sbf off deterministic scorr 5 25 0.1 5
29446 sbf off deterministic scorr 5 25 0.1 6
29447 sbf off deterministic scorr 5 25 0.1 7
29448 sbf off deterministic scorr 5 25 0.1 8
29449 sbf off deterministic scorr 5 25 0.1 9
29450 sbf off deterministic scorr 5 25 0.1 10
29451 sbf off deterministic scorr 5 25 0.2 1
29452 sbf off deterministic scorr 5 25 0.2 2
29453 sbf off deterministic scorr 5 25 0.2 3
29454 sbf off deterministic scorr 5 25 0.2 4
29455 sbf off deterministic scorr 5 25 0.2 5
29456 sbf off deterministic scorr 5 25 0.2 6
29457 sbf off deterministic scorr 5 25 0.2 7
29458 sbf off deterministic scorr 5 25 0.2 8
29459 sbf off deterministic scorr 5 25 0.2 9
29460 sbf off deterministic scorr 5 25 0.2 10
29461 sbf off deterministic scorr 5 25 0.5 1
29462 sbf off deterministic scorr 5 25 0.5 2
29463 sbf off deterministic scorr 5 25 0.5 3
29464 sbf off deterministic scorr 5 25 0.5 4
29465 sbf off deterministic scorr 5 25 0.5 5
29466 sbf off deterministic scorr 5 25 0.5 6
29467 sbf off deterministic scorr 5 25 0.5 7
29468 sbf off deterministic scorr 5 25 0.5 8
29469 sbf off deterministic scorr 5 25 0.5 9
29470 sbf off deterministic scorr 5 25 0.5 10
29471 sbf off deterministic scorr 5 25 0.9 1
29472 sbf off deterministic scorr 5 25 0.9 2
29473 sbf off deterministic scorr 5 25 0.9 3
29474 sbf off deterministic scorr 5 25 0.9 4
29475 sbf off deterministic scorr 5 25 0.9 5
29476 sbf off deterministic scorr 5 25 0.9 6
29477 sbf off deterministic scorr 5 25 0.9 7
29478 sbf off deterministic scorr 5 25 0.9 8
29479 sbf off deterministic scorr 5 25 0.9 9
29480 sbf off deterministic scorr 5 25 0.9 10
29481 sbf off deterministic scorr 5 50 0.1 1
29482 sbf off deterministic scorr 5 50 0.1 2
29483 sbf off deterministic scorr 5 50 0.1 3
29484 sbf off deterministic scorr 5 50 0.1 4
29485 sbf off deterministic scorr 5 50 0.1 5
29486 sbf off deterministic scorr 5 50 0.1 6
29487 sbf off deterministic scorr 5 50 0.1 7
29488 sbf off deterministic scorr 5 50 0.1 8
29489 sbf off deterministic scorr 5 50 0.1 9
29490 sbf off deterministic scorr 5 50 0.1 10
29491 sbf off deterministic scorr 5 50 0.2 1
29492 sbf off deterministic scorr 5 50 0.2 2
29493 sbf off deterministic scorr 5 50 0.2 3
29494 sbf off deterministic scorr 5 50 0.2 4
29495 sbf off deterministic scorr 5 50 0.2 5
29496 sbf off deterministic scorr 5 50 0.2 6
29497 sbf off deterministic scorr 5 50 0.2 7
29498 sbf off deterministic scorr 5 50 0.2 8
29499 sbf off deterministic scorr 5 50 0.2 9
29500 sbf off deterministic scorr 5 50 0.2 10
29501 sbf off deterministic scorr 5 50 0.5 1
29502 sbf off deterministic scorr 5 50 0.5 2
29503 sbf off deterministic scorr 5 50 0.5 3
29504 sbf off deterministic scorr 5 50 0.5 4
29505 sbf off deterministic scorr 5 50 0.5 5
29506 sbf off deterministic scorr 5 50 0.5 6
29507 sbf off deterministic scorr 5 50 0.5 7
29508 sbf off deterministic scorr 5 50 0.5 8
29509 sbf off deterministic scorr 5 50 0.5 9
29510 sbf off deterministic scorr 5 50 0.5 10
29511 sbf off deterministic scorr 5 50 0.9 1
29512 sbf off deterministic scorr 5 50 0.9 2
29513 sbf off deterministic scorr 5 50 0.9 3
29514 sbf off deterministic scorr 5 50 0.9 4
29515 sbf off deterministic scorr 5 50 0.9 5
29516 sbf off deterministic scorr 5 50 0.9 6
29517 sbf off deterministic scorr 5 50 0.9 7
29518 sbf off deterministic scorr 5 50 0.9 8
29519 sbf off deterministic scorr 5 50 0.9 9
29520 sbf off deterministic scorr 5 50 0.9 10
29521 sbf off deterministic scorr 5 100 0.1 1
29522 sbf off deterministic scorr 5 100 0.1 2
29523 sbf off deterministic scorr 5 100 0.1 3
29524 sbf off deterministic scorr 5 100 0.1 4
29525 sbf off deterministic scorr 5 100 0.1 5
29526 sbf off deterministic scorr 5 100 0.1 6
29527 sbf off deterministic scorr 5 100 0.1 7
29528 sbf off deterministic scorr 5 100 0.1 8
29529 sbf off deterministic scorr 5 100 0.1 9
29530 sbf off deterministic scorr 5 100 0.1 10
29531 sbf off deterministic scorr 5 100 0.2 1
29532 sbf off deterministic scorr 5 100 0.2 2
29533 sbf off deterministic scorr 5 100 0.2 3
29534 sbf off deterministic scorr 5 100 0.2 4
29535 sbf off deterministic scorr 5 100 0.2 5
29536 sbf off deterministic scorr 5 100 0.2 6
29537 sbf off deterministic scorr 5 100 0.2 7
29538 sbf off deterministic scorr 5 100 0.2 8
29539 sbf off deterministic scorr 5 100 0.2 9
29540 sbf off deterministic scorr 5 100 0.2 10
29541 sbf off deterministic scorr 5 100 0.5 1
29542 sbf off deterministic scorr 5 100 0.5 2
29543 sbf off deterministic scorr 5 100 0.5 3
29544 sbf off deterministic scorr 5 100 0.5 4
29545 sbf off deterministic scorr 5 100 0.5 5
29546 sbf off deterministic scorr 5 100 0.5 6
29547 sbf off deterministic scorr 5 100 0.5 7
29548 sbf off deterministic scorr 5 100 0.5 8
29549 sbf off deterministic scorr 5 100 0.5 9
29550 sbf off deterministic scorr 5 100 0.5 10
29551 sbf off deterministic scorr 5 100 0.9 1
29552 sbf off deterministic scorr 5 100 0.9 2
29553 sbf off deterministic scorr 5 100 0.9 3
29554 sbf off deterministic scorr 5 100 0.9 4
29555 sbf off deterministic scorr 5 100 0.9 5
29556 sbf off deterministic scorr 5 100 0.9 6
29557 sbf off deterministic scorr 5 100 0.9 7
29558 sbf off deterministic scorr 5 100 0.9 8
29559 sbf off deterministic scorr 5 100 0.9 9
29560 sbf off deterministic scorr 5 100 0.9 10
29561 sbf off deterministic scorr 5 200 0.1 1
29562 sbf off deterministic scorr 5 200 0.1 2
29563 sbf off deterministic scorr 5 200 0.1 3
29564 sbf off deterministic scorr 5 200 0.1 4
29565 sbf off deterministic scorr 5 200 0.1 5
29566 sbf off deterministic scorr 5 200 0.1 6
29567 sbf off deterministic scorr 5 200 0.1 7
29568 sbf off deterministic scorr 5 200 0.1 8
29569 sbf off deterministic scorr 5 200 0.1 9
29570 sbf off deterministic scorr 5 200 0.1 10
29571 sbf off deterministic scorr 5 200 0.2 1
29572 sbf off deterministic scorr 5 200 0.2 2
29573 sbf off deterministic scorr 5 200 0.2 3
29574 sbf off deterministic scorr 5 200 0.2 4
29575 sbf off deterministic scorr 5 200 0.2 5
29576 sbf off deterministic scorr 5 200 0.2 6
29577 sbf off deterministic scorr 5 200 0.2 7
29578 sbf off deterministic scorr 5 200 0.2 8
29579 sbf off deterministic scorr 5 200 0.2 9
29580 sbf off deterministic scorr 5 200 0.2 10
29581 sbf off deterministic scorr 5 200 0.5 1
29582 sbf off deterministic scorr 5 200 0.5 2
29583 sbf off deterministic scorr 5 200 0.5 3
29584 sbf off deterministic scorr 5 200 0.5 4
29585 sbf off deterministic scorr 5 200 0.5 5
29586 sbf off deterministic scorr 5 200 0.5 6
29587 sbf off deterministic scorr 5 200 0.5 7
29588 sbf off deterministic scorr 5 200 0.5 8
29589 sbf off deterministic scorr 5 200 0.5 9
29590 sbf off deterministic scorr 5 200 0.5 10
29591 sbf off deterministic scorr 5 200 0.9 1
29592 sbf off deterministic scorr 5 200 0.9 2
29593 sbf off deterministic scorr 5 200 0.9 3
29594 sbf off deterministic scorr 5 200 0.9 4
29595 sbf off deterministic scorr 5 200 0.9 5
29596 sbf off deterministic scorr 5 200 0.9 6
29597 sbf off deterministic scorr 5 200 0.9 7
29598 sbf off deterministic scorr 5 200 0.9 8
29599 sbf off deterministic scorr 5 200 0.9 9
29600 sbf off deterministic scorr 5 200 0.9 10
29601 sbf off deterministic scorr 10 25 0.1 1
29602 sbf off deterministic scorr 10 25 0.1 2
29603 sbf off deterministic scorr 10 25 0.1 3
29604 sbf off deterministic scorr 10 25 0.1 4
29605 sbf off deterministic scorr 10 25 0.1 5
29606 sbf off deterministic scorr 10 25 0.1 6
29607 sbf off deterministic scorr 10 25 0.1 7
29608 sbf off deterministic scorr 10 25 0.1 8
29609 sbf off deterministic scorr 10 25 0.1 9
29610 sbf off deterministic scorr 10 25 0.1 10
29611 sbf off deterministic scorr 10 25 0.2 1
29612 sbf off deterministic scorr 10 25 0.2 2
29613 sbf off deterministic scorr 10 25 0.2 3
29614 sbf off deterministic scorr 10 25 0.2 4
29615 sbf off deterministic scorr 10 25 0.2 5
29616 sbf off deterministic scorr 10 25 0.2 6
29617 sbf off deterministic scorr 10 25 0.2 7
29618 sbf off deterministic scorr 10 25 0.2 8
29619 sbf off deterministic scorr 10 25 0.2 9
29620 sbf off deterministic scorr 10 25 0.2 10
29621 sbf off deterministic scorr 10 25 0.5 1
29622 sbf off deterministic scorr 10 25 0.5 2
29623 sbf off deterministic scorr 10 25 0.5 3
29624 sbf off deterministic scorr 10 25 0.5 4
29625 sbf off deterministic scorr 10 25 0.5 5
29626 sbf off deterministic scorr 10 25 0.5 6
29627 sbf off deterministic scorr 10 25 0.5 7
29628 sbf off deterministic scorr 10 25 0.5 8
29629 sbf off deterministic scorr 10 25 0.5 9
29630 sbf off deterministic scorr 10 25 0.5 10
29631 sbf off deterministic scorr 10 25 0.9 1
29632 sbf off deterministic scorr 10 25 0.9 2
29633 sbf off deterministic scorr 10 25 0.9 3
29634 sbf off deterministic scorr 10 25 0.9 4
29635 sbf off deterministic scorr 10 25 0.9 5
29636 sbf off deterministic scorr 10 25 0.9 6
29637 sbf off deterministic scorr 10 25 0.9 7
29638 sbf off deterministic scorr 10 25 0.9 8
29639 sbf off deterministic scorr 10 25 0.9 9
29640 sbf off deterministic scorr 10 25 0.9 10
29641 sbf off deterministic scorr 10 50 0.1 1
29642 sbf off deterministic scorr 10 50 0.1 2
29643 sbf off deterministic scorr 10 50 0.1 3
29644 sbf off deterministic scorr 10 50 0.1 4
29645 sbf off deterministic scorr 10 50 0.1 5
29646 sbf off deterministic scorr 10 50 0.1 6
29647 sbf off deterministic scorr 10 50 0.1 7
29648 sbf off deterministic scorr 10 50 0.1 8
29649 sbf off deterministic scorr 10 50 0.1 9
29650 sbf off deterministic scorr 10 50 0.1 10
29651 sbf off deterministic scorr 10 50 0.2 1
29652 sbf off deterministic scorr 10 50 0.2 2
29653 sbf off deterministic scorr 10 50 0.2 3
29654 sbf off deterministic scorr 10 50 0.2 4
29655 sbf off deterministic scorr 10 50 0.2 5
29656 sbf off deterministic scorr 10 50 0.2 6
29657 sbf off deterministic scorr 10 50 0.2 7
29658 sbf off deterministic scorr 10 50 0.2 8
29659 sbf off deterministic scorr 10 50 0.2 9
29660 sbf off deterministic scorr 10 50 0.2 10
29661 sbf off deterministic scorr 10 50 0.5 1
29662 sbf off deterministic scorr 10 50 0.5 2
29663 sbf off deterministic scorr 10 50 0.5 3
29664 sbf off deterministic scorr 10 50 0.5 4
29665 sbf off deterministic scorr 10 50 0.5 5
29666 sbf off deterministic scorr 10 50 0.5 6
29667 sbf off deterministic scorr 10 50 0.5 7
29668 sbf off deterministic scorr 10 50 0.5 8
29669 sbf off deterministic scorr 10 50 0.5 9
29670 sbf off deterministic scorr 10 50 0.5 10
29671 sbf off deterministic scorr 10 50 0.9 1
29672 sbf off deterministic scorr 10 50 0.9 2
29673 sbf off deterministic scorr 10 50 0.9 3
29674 sbf off deterministic scorr 10 50 0.9 4
29675 sbf off deterministic scorr 10 50 0.9 5
29676 sbf off deterministic scorr 10 50 0.9 6
29677 sbf off deterministic scorr 10 50 0.9 7
29678 sbf off deterministic scorr 10 50 0.9 8
29679 sbf off deterministic scorr 10 50 0.9 9
29680 sbf off deterministic scorr 10 50 0.9 10
29681 sbf off deterministic scorr 10 100 0.1 1
29682 sbf off deterministic scorr 10 100 0.1 2
29683 sbf off deterministic scorr 10 100 0.1 3
29684 sbf off deterministic scorr 10 100 0.1 4
29685 sbf off deterministic scorr 10 100 0.1 5
29686 sbf off deterministic scorr 10 100 0.1 6
29687 sbf off deterministic scorr 10 100 0.1 7
29688 sbf off deterministic scorr 10 100 0.1 8
29689 sbf off deterministic scorr 10 100 0.1 9
29690 sbf off deterministic scorr 10 100 0.1 10
29691 sbf off deterministic scorr 10 100 0.2 1
29692 sbf off deterministic scorr 10 100 0.2 2
29693 sbf off deterministic scorr 10 100 0.2 3
29694 sbf off deterministic scorr 10 100 0.2 4
29695 sbf off deterministic scorr 10 100 0.2 5
29696 sbf off deterministic scorr 10 100 0.2 6
29697 sbf off deterministic scorr 10 100 0.2 7
29698 sbf off deterministic scorr 10 100 0.2 8
29699 sbf off deterministic scorr 10 100 0.2 9
29700 sbf off deterministic scorr 10 100 0.2 10
29701 sbf off deterministic scorr 10 100 0.5 1
29702 sbf off deterministic scorr 10 100 0.5 2
29703 sbf off deterministic scorr 10 100 0.5 3
29704 sbf off deterministic scorr 10 100 0.5 4
29705 sbf off deterministic scorr 10 100 0.5 5
29706 sbf off deterministic scorr 10 100 0.5 6
29707 sbf off deterministic scorr 10 100 0.5 7
29708 sbf off deterministic scorr 10 100 0.5 8
29709 sbf off deterministic scorr 10 100 0.5 9
29710 sbf off deterministic scorr 10 100 0.5 10
29711 sbf off deterministic scorr 10 100 0.9 1
29712 sbf off deterministic scorr 10 100 0.9 2
29713 sbf off deterministic scorr 10 100 0.9 3
29714 sbf off deterministic scorr 10 100 0.9 4
29715 sbf off deterministic scorr 10 100 0.9 5
29716 sbf off deterministic scorr 10 100 0.9 6
29717 sbf off deterministic scorr 10 100 0.9 7
29718 sbf off deterministic scorr 10 100 0.9 8
29719 sbf off deterministic scorr 10 100 0.9 9
29720 sbf off deterministic scorr 10 100 0.9 10
29721 sbf off deterministic scorr 10 200 0.1 1
29722 sbf off deterministic scorr 10 200 0.1 2
29723 sbf off deterministic scorr 10 200 0.1 3
29724 sbf off deterministic scorr 10 200 0.1 4
29725 sbf off deterministic scorr 10 200 0.1 5
29726 sbf off deterministic scorr 10 200 0.1 6
29727 sbf off deterministic scorr 10 200 0.1 7
29728 sbf off deterministic scorr 10 200 0.1 8
29729 sbf off deterministic scorr 10 200 0.1 9
29730 sbf off deterministic scorr 10 200 0.1 10
29731 sbf off deterministic scorr 10 200 0.2 1
29732 sbf off deterministic scorr 10 200 0.2 2
29733 sbf off deterministic scorr 10 200 0.2 3
29734 sbf off deterministic scorr 10 200 0.2 4
29735 sbf off deterministic scorr 10 200 0.2 5
29736 sbf off deterministic scorr 10 200 0.2 6
29737 sbf off deterministic scorr 10 200 0.2 7
29738 sbf off deterministic scorr 10 200 0.2 8
29739 sbf off deterministic scorr 10 200 0.2 9
29740 sbf off deterministic scorr 10 200 0.2 10
29741 sbf off deterministic scorr 10 200 0.5 1
29742 sbf off deterministic scorr 10 200 0.5 2
29743 sbf off deterministic scorr 10 200 0.5 3
29744 sbf off deterministic scorr 10 200 0.5 4
29745 sbf off deterministic scorr 10 200 0.5 5
29746 sbf off deterministic scorr 10 200 0.5 6
29747 sbf off deterministic scorr 10 200 0.5 7
29748 sbf off deterministic scorr 10 200 0.5 8
29749 sbf off deterministic scorr 10 200 0.5 9
29750 sbf off deterministic scorr 10 200 0.5 10
29751 sbf off deterministic scorr 10 200 0.9 1
29752 sbf off deterministic scorr 10 200 0.9 2
29753 sbf off deterministic scorr 10 200 0.9 3
29754 sbf off deterministic scorr 10 200 0.9 4
29755 sbf off deterministic scorr 10 200 0.9 5
29756 sbf off deterministic scorr 10 200 0.9 6
29757 sbf off deterministic scorr 10 200 0.9 7
29758 sbf off deterministic scorr 10 200 0.9 8
29759 sbf off deterministic scorr 10 200 0.9 9
29760 sbf off deterministic scorr 10 200 0.9 10
29761 sbf off deterministic invscorr 2 25 0.1 1
29762 sbf off deterministic invscorr 2 25 0.1 2
29763 sbf off deterministic invscorr 2 25 0.1 3
29764 sbf off deterministic invscorr 2 25 0.1 4
